"badword","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year","isCensored","isPresent","ogCase1","kbReplace1"
"bikini",92,0,"california gurls","Katy Perry",82,4,"sexual","^bikini",2010,1,1,"Daisy Dukes, bikinis on top",NA
"freak",92,0,"california gurls","Katy Perry",82,2,"sexual","^freak",2010,1,1,"The girl's a freak","(Oh-oh, oh-oh, oh)"
"skin",92,0,"california gurls","Katy Perry",82,3,"sexual","^skin$",2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle","Fine, fresh, fierce, we got it on lock"
"skin",92,0,"california gurls","Katy Perry",82,3,"sexual","^skin$",2010,1,1,"Sun-kissed skin so hot, we'll melt your popsicle",NA
"skin",93,0,"call me maybe","Carly Rae Jepsen",83,2,"sexual","^skin$",2012,1,1,"Ripped jeans, skin was showing","I took no time with the fall"
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"I feel that hot blood in my body when it drops","I feel that hot blood in my body when it drops, ooh"
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Got this feeling in my body",NA
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Got this feeling in my body",NA
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Wanna see you move your body",NA
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Got this feeling in my body, come on",NA
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Got this feeling in my body",NA
"body",96,6,"can't stop the feeling!","Justin Timberlake",86,8,"sexual","^body$",2016,1,1,"Got this feeling in my body, come on",NA
"creep",96,0,"can't stop the feeling!","Justin Timberlake",86,3,"other","^creep",2016,1,1,"A feeling good, good, creeping up on you","Feeling good, good, dancing here with you"
"creep",96,0,"can't stop the feeling!","Justin Timberlake",86,3,"other","^creep",2016,1,1,"Feeling good, good, creeping up on you","Got this feeling in my body (I can't stop the feeling)"
"drink",99,0,"chained to the rhythm","Katy Perry",589,5,"alcohol & drugs","^drink",2017,1,1,"Drink, this one is on me","Dance, this one is on me"
"drink",99,0,"chained to the rhythm","Katy Perry",589,5,"alcohol & drugs","^drink",2017,1,1,"Drink, this one is on me","Dance, this one is on me"
"drink",99,0,"chained to the rhythm","Katy Perry",589,5,"alcohol & drugs","^drink",2017,1,1,"Drink, this one is on me","Dance, this one is on me"
"drink",99,0,"chained to the rhythm","Katy Perry",589,5,"alcohol & drugs","^drink",2017,1,1,"Drink, this one is on me",NA
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"And I don't wanna be somebody without your body","And I don't wanna be somebody without somebody"
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"Iced out body, didn't go to college (Yeah, yeah)","Iced out body, didn't go to college (Yeah, yeah)"
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"And I don't wanna be somebody without your body","And I don't wanna be somebody without somebody"
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"And I don't wanna be somebody without your body","And I don't wanna be somebody without somebody"
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"And I don't wanna be somebody without your body (Yeah)","And I don't wanna be somebody without somebody"
"body",106,1,"close to me","Ellie Goulding & Diplo",97,7,"sexual","^body$",2019,1,1,"And I don't wanna be somebody without your body","And I don't wanna be somebody without somebody"
"bar",105,0,"closer","The Chainsmokers",98,2,"alcohol & drugs","^bar$",2017,1,1,"Now I'm lookin' pretty in a hotel bar","That I know they can't afford"
"tattoo",105,0,"closer","The Chainsmokers",98,3,"other","^tattoo",2017,1,1,"Bite that tattoo on your shoulder","We ain't ever getting older"
"tattoo",105,0,"closer","The Chainsmokers",98,3,"other","^tattoo",2017,1,1,"Bite that tattoo on your shoulder","No we ain't ever getting older"
"ball",107,1,"club can't handle me","Flo Rida",99,2,"other","^ball",2011,1,1,"We can ball, so, ahh!","Bring ya body here let me switch up your atmosphere"
"kiss",109,0,"cold","Maroon 5",101,2,"sexual","^kiss",2017,1,1,"Distant (Oh), when we're kissing (Yeah)","Distant, how we're living"
"sleep",109,0,"cold","Maroon 5",101,4,"sexual","^sleep",2017,1,1,"Sleeping up under the covers","Slippin' up, you're undiscovered"
"sleep",109,0,"cold","Maroon 5",101,4,"sexual","^sleep",2017,1,1,"Thinking that I'm sleeping on the four-letter word",NA
"sleep",109,0,"cold","Maroon 5",101,4,"sexual","^sleep",2017,1,1,"But the four-letter word don't sleep",NA
"addict",112,0,"come & get it","Selena Gomez",103,2,"alcohol & drugs","^addict",2013,1,1,"Baby, I'm addicted, no lie, no lie","When you're ready"
"sanity",111,3,"come clean","Hilary Duff",104,4,"other","^sanity$",2004,1,1,"Let it wash away my sanity","I'm coming clean"
"sanity",111,3,"come clean","Hilary Duff",104,4,"other","^sanity$",2004,1,1,"Let it wash away my sanity","Let the rain fall, let the rain fall, let the rain fall"
"sanity",111,3,"come clean","Hilary Duff",104,4,"other","^sanity$",2004,1,1,"Oh, I'm coming clean (Let it wash away my sanity)",NA
"crazy",113,2,"come on over baby","Christina Aguilera",105,5,"other","^crazy$",2002,1,1,"All I want is you (you know you make me go crazy, so crazy)","All I want is you, now baby, don’t be shy"
"crazy",113,2,"come on over baby","Christina Aguilera",105,5,"other","^crazy$",2002,1,1,"All I want is you (oh, you make me go crazy, oh, oh, woo)","I'm gonna love you right"
"crazy",113,2,"come on over baby","Christina Aguilera",105,5,"other","^crazy$",2002,1,1,"All I want is you, you make me go crazy, you",NA
"ball",116,1,"congratulations","Post Malone",108,6,"other","^ball",2017,1,1,"Balling since a baby, they could see it in my eyes","Worked so hard, forgot how to vacation (ooh)"
"ball",116,1,"congratulations","Post Malone",108,6,"other","^ball",2017,1,1,"I pick up the rock and I ball, baby (Ball)","Kidz Bop is getting it done (ayy)"
"ball",116,1,"congratulations","Post Malone",108,6,"other","^ball",2017,1,1,"My life is like a ball game (Ball game)","Now they always say, ""Congratulations"""
"shit",116,0,"congratulations","Post Malone",108,3,"profanity","^shit",2017,1,1,"Said shit done changed ever since we was on","People hatin', say we changed and look we made it (uh)"
"shit",116,0,"congratulations","Post Malone",108,3,"profanity","^shit",2017,1,1,"Said shit done changed ever since we was on","Hey, hey, hey, hey"
"bottle",117,0,"cool","Jonas Brothers",109,3,"alcohol & drugs","^bottle",2019,1,1,"It's like, ooh (Ooh), maybe I should bottle my moves (Moves)",NA
"bottle",117,0,"cool","Jonas Brothers",109,3,"alcohol & drugs","^bottle",2019,1,1,"It's like, ooh (Ooh), maybe I should bottle my moves (Moves)",NA
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool","Remember Harbor Boulevard"
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"Dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)","We have changed but we're still the same"
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool","Cool, yeah I know we're cool"
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"'Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)",NA
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"Dammit, I'm feelin' so coo-oo-oo-oo-oo-ool",NA
"dammit",117,0,"cool","Jonas Brothers",109,7,"profanity","^dammit$",2019,1,1,"'Cause dammit, I'm feeling so coo-oo-oo-oo-oo-ool (Cool)",NA
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"Yeah, I'm crazy for this girl","I wonder if she's figured it out"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"I'm crazy for this girl","But she don't know how I feel"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"Yeah, I'm crazy for this girl","And as she carries on without a doubt"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"I'm crazy for this girl","She's got me thinking about her constantly"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"Yeah, I'm crazy for this girl","But she don't know how I feel"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"I'm crazy for this girl","She's got me thinking about her constantly"
"crazy",122,4,"crazy for this girl","Evan & Jaron",113,8,"other","^crazy$",2002,1,1,"Yeah, I'm crazy for this girl","But she don't know how I feel"
"touch",123,7,"crazy in love","Beyoncé",592,9,"sexual","^touch",2004,1,1,"Your touch got me looking so crazy right now (Your touch)","Got me looking so crazy right now (your touch)"
"touch",123,7,"crazy in love","Beyoncé",592,9,"sexual","^touch",2004,1,1,"Your touch got me looking so crazy right now (Oh, your touch)","Got me hoping you'll page me right now, your kiss (hey)"
"touch",123,7,"crazy in love","Beyoncé",592,9,"sexual","^touch",2004,1,1,"Your touch got me looking so crazy right now (Your touch)","Got me looking so crazy right now, your touch"
"touch",123,7,"crazy in love","Beyoncé",592,9,"sexual","^touch",2004,1,1,"Your touch got me looking so crazy right now (Your touch)","Got me looking so crazy right now, your touch"
"blow",124,2,"cruise","Florida Georgia Line",114,4,"alcohol & drugs","^blow",2014,1,1,"Down a back road blowing stop signs through the middle","ALL- Sing it! (spoken)"
"blow",124,2,"cruise","Florida Georgia Line",114,4,"alcohol & drugs","^blow",2014,1,1,"Down a back road blowing stop signs through the middle","Group ONE- I got my windows down, and the radio up, get your radio up"
"blow",124,2,"cruise","Florida Georgia Line",114,4,"alcohol & drugs","^blow",2014,1,1,"Down a back road blowing stop signs through the middle",NA
"hell",124,0,"cruise","Florida Georgia Line",114,4,"profanity","^hell$",2014,1,1,"Would look a hell of a lot better with you up in it","Every little farm town with you "
"hell",124,0,"cruise","Florida Georgia Line",114,4,"profanity","^hell$",2014,1,1,"Hell, I can't get you out of my head","So baby you're a song , You make me wanna roll my windows down and cruise"
"hell",124,0,"cruise","Florida Georgia Line",114,4,"profanity","^hell$",2014,1,1,"Would look a hell of a lot better with you up in it",NA
"man",NA,0,"cupid's chokehold / breakfast in america (ft. patrick stump)","Gym Class Heroes",118,2,"identity","^man$",2007,1,1,"And it doesn't stop there (Man I swear)",NA
"ecstasy",132,0,"diamonds","Rihanna",124,2,"alcohol & drugs","^ecstasy",2013,1,1,"A vision of ecstasy","We're like diamonds in the sky"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"You know I'm crazy over you","All I think about is you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","Boy ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"You know I'm crazy over you","Ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","Even when I'm with my boo"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"You know I'm crazy over you","Even when I'm with my boo"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","Boy ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"You know I'm crazy over you","Ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","Boy ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","Ya know I'm crazy over you"
"crazy",133,10,"dilemma","Nelly",125,11,"other","^crazy$",2003,1,1,"Boy, you know I'm crazy over you","West coast, sunny ya walkin' right"
"body",135,1,"dj got us falling in love","Usher",595,2,"sexual","^body$",2011,1,1,"Put your hands on my body","So dance, dance like it's the last, last night of your life, life"
"man",135,1,"dj got us falling in love","Usher",595,2,"identity","^man$",2011,1,1,"Yeah, baby, tonight (Hahahaha, yeah man)",NA
"damn",136,0,"domino","Jessie J",128,2,"profanity","^damn",2012,1,1,"Damn, this love is skin tight",NA
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight","You got me losing my mind"
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight",NA
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight",NA
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight",NA
"dirty",136,0,"domino","Jessie J",128,6,"sexual","^dirty$",2012,1,1,"Dirty dancing in the moonlight (In the moonlight)",NA
"skin",136,0,"domino","Jessie J",128,2,"sexual","^skin$",2012,1,1,"Damn, this love is skin tight",NA
"smoke",136,1,"domino","Jessie J",128,2,"alcohol & drugs","^smoke",2012,1,1,"I can taste the tension like a cloud of smoke in the air",NA
"touch",136,0,"domino","Jessie J",128,3,"sexual","^touch",2012,1,1,"When we touch, don't ever let me go",NA
"touch",136,0,"domino","Jessie J",128,3,"sexual","^touch",2012,1,1,"When we touch, don't ever let me go",NA
"damn",144,0,"downtown","Macklemore & Ryan Lewis",138,3,"profanity","^damn",2016,1,1,"Mow your damn lawn and sit the hell down""","If I only had one helmet I would give it to you give it to you"
"dope",144,1,"downtown","Macklemore & Ryan Lewis",138,3,"alcohol & drugs","^dope",2016,1,1,"Dope","Pull her up (inaudible) you don't need a wristband"
"dope",144,1,"downtown","Macklemore & Ryan Lewis",138,3,"alcohol & drugs","^dope",2016,1,1,"Dope","Whole downtown yelling out"
"fuck",144,0,"downtown","Macklemore & Ryan Lewis",138,3,"profanity","fuck",2016,1,1,"Fuck a bus pass, you got a moped, man","Better follow me towards"
"fuck",144,0,"downtown","Macklemore & Ryan Lewis",138,3,"profanity","fuck",2016,1,1,"""Going thirty-eight, Dan, chill the fuck out","Mow your own lawn and sit right back down"
"hell",144,0,"downtown","Macklemore & Ryan Lewis",138,2,"profanity","^hell$",2016,1,1,"Mow your damn lawn and sit the hell down""","If I only had one helmet I would give it to you give it to you"
"hella",144,0,"downtown","Macklemore & Ryan Lewis",138,2,"profanity","^hella$",2016,1,1,"I'm stunting on everybody, hella raw, pass the Wasabi","Have you ever felt the warm embrace"
"man",144,1,"downtown","Macklemore & Ryan Lewis",138,2,"identity","^man$",2016,1,1,"Fuck a bus pass, you got a moped, man","Better follow me towards"
"man",146,1,"drag me down","One Direction",139,2,"identity","^man$",2016,1,1,"The shell of a man who could never be his best","The shell of a man who could never be his best"
"damn",NA,0,"easier","5 Seconds of Summer",142,5,"profanity","^damn",2019,1,1,"You're so damn beautiful",NA
"damn",NA,0,"easier","5 Seconds of Summer",142,5,"profanity","^damn",2019,1,1,"'Cause you're so damn beautiful (Oh)",NA
"damn",NA,0,"easier","5 Seconds of Summer",142,5,"profanity","^damn",2019,1,1,"You're so damn beautiful (Oh)",NA
"damn",NA,0,"easier","5 Seconds of Summer",142,5,"profanity","^damn",2019,1,1,"'Cause you're so damn beautiful",NA
"skin",149,2,"elastic heart","Sia",143,3,"sexual","^skin$",2015,1,1,"I've got a thick skin and an elastic heart","I'm like a rubber band until you pull too hard"
"skin",149,2,"elastic heart","Sia",143,3,"sexual","^skin$",2015,1,1,"I've got a thick skin and an elastic heart",NA
"drink",150,0,"end game","Taylor Swift",599,2,"alcohol & drugs","^drink",2018,1,1,"Drinking on a beach with you all over me","I wanna be your end game (end game)"
"touch",150,0,"end game","Taylor Swift",599,2,"sexual","^touch",2018,1,1,"I don't wanna touch you, I don't wanna be","I swear I don't love the drama, it loves me"
"club",151,7,"evacuate the dance floor","Cascada",145,12,"other","^club$",2010,1,1,"(Everybody in the club)","(Feels like it's really close)"
"club",151,7,"evacuate the dance floor","Cascada",145,12,"other","^club$",2010,1,1,"(Everybody in the club)","Watch me I'm infatuated"
"club",151,7,"evacuate the dance floor","Cascada",145,12,"other","^club$",2010,1,1,"(Everybody in the club)","Everybody step aside"
"club",151,7,"evacuate the dance floor","Cascada",145,12,"other","^club$",2010,1,1,"Come on and evacuate, feel the club is heating up","Feel it under your skin"
"club",151,7,"evacuate the dance floor","Cascada",145,12,"other","^club$",2010,1,1,"Come on and evacuate, feel the club is heating up","Keep it tight"
